31.4680 	WARNING 	User requested fullscreen with size [1707 1067], but screen is actually [2560, 1600]. Using actual size
31.8169 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002534D98BCD0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002534D98BC70>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002534D98B9A0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002534F96E6A0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([2560, 1600]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
31.8171 	EXP 	window1: mouseVisible = True
31.8172 	EXP 	window1: backgroundImage = ''
31.8172 	EXP 	window1: backgroundFit = 'none'
31.8174 	EXP 	window1: mouseVisible = False
31.8175 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
31.8175 	EXP 	window1: recordFrameIntervals = False
31.9264 	EXP 	window1: recordFrameIntervals = True
32.0475 	EXP 	Screen (0) actual frame rate measured at 91.07Hz
32.0476 	EXP 	window1: recordFrameIntervals = False
33.0604 	EXP 	Created instr_start = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1.        , 0.50588235, 0.59215686]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='instr_start', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='! 欢迎参加实验 !\n\n~请按空格键开始~', units='height', win=Window(...), wrapWidth=1)
33.0783 	EXP 	Created instr_above = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1.        , 0.50588235, 0.59215686]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='instr_above', opacity=1.0, ori=0.0, pos=array([0.  , 0.42]), rgb=UNKNOWN, text='接下来，你将看到如左←或→如右内容：', units='height', win=Window(...), wrapWidth=1)
33.0834 	EXP 	Created Stim_R = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='Stim_R', opacity=1.0, ori=0.0, pos=array([-0.35,  0.32]), rgb=UNKNOWN, text='快乐', units='height', win=Window(...), wrapWidth=1)
33.0882 	EXP 	Created lines_R = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='lines_R', opacity=1.0, ori=0.0, pos=array([-0.35,  0.17]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
33.0923 	EXP 	Created note1_R = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='note1_R', opacity=1.0, ori=0.0, pos=array([-0.5 , -0.12]), rgb=UNKNOWN, text='F\n一致', units='height', win=Window(...), wrapWidth=1)
33.0963 	EXP 	Created note2_R = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='note2_R', opacity=1.0, ori=0.0, pos=array([-0.2 , -0.12]), rgb=UNKNOWN, text='J\n不一致', units='height', win=Window(...), wrapWidth=1)
33.1224 	EXP 	Created instr_R = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([0.86666667, 0.01960784, 0.86666667]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='instr_R', opacity=1.0, ori=0.0, pos=array([-0.37, -0.26]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
